GPS_date,GPS_time,GPS_milliseconds,Latitude,Longitude,UTC_offset_seconds
2019-01-20,00:10:30,889,-43.51908,147.47651,0
2019-01-20,00:10:40,890,-43.51955,147.47641,0
2019-01-20,00:10:50,889,-43.52002,147.4763,0
2019-01-20,00:11:00,889,-43.52045,147.4762,0
2019-01-20,00:11:10,890,-43.52088,147.4761,0
2019-01-20,00:11:20,889,-43.52132,147.47598,0
2019-01-20,00:11:30,889,-43.52176,147.47586,0
2019-01-20,00:11:40,890,-43.5222,147.47576,0
2019-01-20,00:11:50,889,-43.52264,147.47565,0
2019-01-20,00:12:00,889,-43.5231,147.47552,0
2019-01-20,00:12:10,890,-43.52355,147.47542,0
2019-01-20,00:12:20,889,-43.524,147.47534,0
2019-01-20,00:12:30,889,-43.52446,147.47525,0
2019-01-20,00:12:40,889,-43.5249,147.47518,0
2019-01-20,00:12:50,889,-43.52534,147.47509,0
2019-01-20,00:13:00,889,-43.52578,147.47499,0
2019-01-20,00:13:10,889,-43.52622,147.47489,0
2019-01-20,00:13:20,889,-43.52665,147.47479,0
2019-01-20,00:13:30,889,-43.52709,147.47469,0
2019-01-20,00:13:40,889,-43.52753,147.47457,0
2019-01-20,00:13:50,889,-43.52799,147.47444,0
2019-01-20,00:14:00,889,-43.52846,147.47432,0
2019-01-20,00:14:10,889,-43.52893,147.4742,0
2019-01-20,00:14:20,889,-43.52941,147.47408,0
2019-01-20,00:14:30,889,-43.52989,147.47399,0
2019-01-20,00:14:40,889,-43.53036,147.47391,0
2019-01-20,00:14:50,889,-43.53081,147.47384,0
2019-01-20,00:15:00,889,-43.53127,147.47375,0
2019-01-20,00:15:10,889,-43.53173,147.47366,0
2019-01-20,00:15:20,889,-43.53218,147.47359,0
2019-01-20,00:15:30,889,-43.53262,147.4735,0
2019-01-20,00:15:40,889,-43.53305,147.47341,0
2019-01-20,00:15:50,889,-43.53348,147.47331,0
2019-01-20,00:16:00,889,-43.53391,147.47319,0
2019-01-20,00:16:10,889,-43.53435,147.47306,0
2019-01-20,00:16:20,889,-43.53479,147.47294,0
2019-01-20,00:16:30,889,-43.53524,147.47285,0
2019-01-20,00:16:40,889,-43.53569,147.47274,0
2019-01-20,00:16:50,889,-43.53614,147.47261,0
2019-01-20,00:17:00,889,-43.53659,147.4725,0
2019-01-20,00:17:10,889,-43.53702,147.47242,0
2019-01-20,00:17:20,889,-43.53745,147.47234,0
2019-01-20,00:17:30,889,-43.53788,147.47227,0
2019-01-20,00:17:40,889,-43.53831,147.47217,0
2019-01-20,00:17:50,889,-43.53874,147.47207,0
2019-01-20,00:18:00,889,-43.53919,147.47196,0
2019-01-20,00:18:10,889,-43.53962,147.47186,0
2019-01-20,00:18:20,889,-43.54006,147.47177,0
2019-01-20,00:18:30,889,-43.5405,147.47168,0
2019-01-20,00:18:40,889,-43.54093,147.47162,0
2019-01-20,00:18:50,889,-43.54135,147.47153,0
2019-01-20,00:19:00,889,-43.54178,147.47143,0
2019-01-20,00:19:10,889,-43.54221,147.47131,0
2019-01-20,00:19:20,889,-43.54264,147.47118,0
2019-01-20,00:19:30,889,-43.54309,147.47105,0
2019-01-20,00:19:40,889,-43.54353,147.47094,0
2019-01-20,00:19:50,890,-43.54397,147.47085,0
2019-01-20,00:20:00,889,-43.5444,147.47075,0
2019-01-20,00:20:10,889,-43.54483,147.47068,0
2019-01-20,00:20:20,890,-43.54525,147.47061,0
2019-01-20,00:20:30,889,-43.54567,147.47053,0
2019-01-20,00:20:40,889,-43.54608,147.47045,0
2019-01-20,00:20:50,890,-43.5465,147.47039,0
2019-01-20,00:21:00,889,-43.54692,147.47029,0
2019-01-20,00:21:10,889,-43.54735,147.47016,0
2019-01-20,00:21:20,890,-43.54778,147.47005,0
2019-01-20,00:21:30,889,-43.54821,147.46993,0
2019-01-20,00:21:40,889,-43.54865,147.46983,0
2019-01-20,00:21:50,890,-43.54909,147.46973,0
2019-01-20,00:22:00,889,-43.54952,147.46964,0
2019-01-20,00:22:10,889,-43.54995,147.46954,0
2019-01-20,00:22:20,890,-43.55035,147.46944,0
2019-01-20,00:22:30,889,-43.55076,147.46934,0
2019-01-20,00:22:40,889,-43.55118,147.46923,0
2019-01-20,00:22:50,890,-43.55159,147.46913,0
2019-01-20,00:23:00,889,-43.55202,147.46904,0
2019-01-20,00:23:10,889,-43.55246,147.46895,0
2019-01-20,00:23:20,890,-43.5529,147.46887,0
2019-01-20,00:23:30,889,-43.55334,147.46878,0
2019-01-20,00:23:40,889,-43.55378,147.46867,0
2019-01-20,00:23:50,890,-43.55422,147.46857,0
2019-01-20,00:24:00,889,-43.55466,147.46847,0
2019-01-20,00:24:10,889,-43.5551,147.46837,0
2019-01-20,00:24:20,890,-43.55554,147.46827,0
2019-01-20,00:24:30,889,-43.55598,147.46816,0
2019-01-20,00:24:40,889,-43.5564,147.46806,0
2019-01-20,00:24:50,890,-43.55682,147.46797,0
2019-01-20,00:25:00,889,-43.55724,147.46787,0
2019-01-20,00:25:10,889,-43.55767,147.46776,0
2019-01-20,00:25:20,890,-43.5581,147.46765,0
2019-01-20,00:25:30,889,-43.55853,147.46754,0
2019-01-20,00:25:40,889,-43.55898,147.46741,0
2019-01-20,00:25:50,890,-43.55943,147.46731,0
2019-01-20,00:26:00,889,-43.55986,147.46723,0
2019-01-20,00:26:10,890,-43.5603,147.46716,0
2019-01-20,00:26:20,889,-43.56074,147.46706,0
2019-01-20,00:26:30,889,-43.56119,147.46696,0
2019-01-20,00:26:40,889,-43.56162,147.46687,0
2019-01-20,00:26:50,889,-43.56205,147.46678,0
2019-01-20,00:27:00,889,-43.56248,147.46672,0
2019-01-20,00:27:10,890,-43.5629,147.46663,0
2019-01-20,00:27:20,889,-43.56331,147.46654,0
2019-01-20,00:27:30,889,-43.56372,147.46644,0
2019-01-20,00:27:40,890,-43.56413,147.46635,0
2019-01-20,00:27:50,889,-43.56453,147.46626,0
2019-01-20,00:28:00,889,-43.56495,147.46615,0
2019-01-20,00:28:10,889,-43.56537,147.46603,0
2019-01-20,00:28:20,889,-43.56579,147.46594,0
2019-01-20,00:28:30,889,-43.56621,147.46583,0
2019-01-20,00:28:40,889,-43.56664,147.46573,0
2019-01-20,00:28:50,889,-43.56707,147.46562,0
2019-01-20,00:29:00,889,-43.56752,147.46551,0
2019-01-20,00:29:10,889,-43.56797,147.46542,0
2019-01-20,00:29:20,889,-43.56842,147.46532,0
2019-01-20,00:29:30,889,-43.56887,147.46522,0
2019-01-20,00:29:40,889,-43.56931,147.46513,0
2019-01-20,00:29:50,889,-43.56975,147.46504,0
2019-01-20,00:30:00,889,-43.5702,147.46494,0
2019-01-20,00:30:10,889,-43.57064,147.46483,0
2019-01-20,00:30:20,889,-43.57109,147.46472,0
2019-01-20,00:30:30,889,-43.57155,147.46462,0
2019-01-20,00:30:40,889,-43.57199,147.46453,0
2019-01-20,00:30:50,889,-43.57244,147.46442,0
2019-01-20,00:31:00,889,-43.57289,147.46431,0
2019-01-20,00:31:10,889,-43.57333,147.46422,0
2019-01-20,00:31:20,889,-43.57378,147.46412,0
2019-01-20,00:31:30,889,-43.57424,147.46402,0
2019-01-20,00:31:40,889,-43.57469,147.46392,0
2019-01-20,00:31:50,889,-43.57516,147.46383,0
2019-01-20,00:32:00,888,-43.57562,147.46374,0
2019-01-20,00:32:10,889,-43.57608,147.46363,0
2019-01-20,00:32:20,889,-43.57651,147.46355,0
2019-01-20,00:32:30,889,-43.57694,147.46348,0
2019-01-20,00:32:40,889,-43.57737,147.46336,0
2019-01-20,00:32:50,889,-43.5778,147.46322,0
2019-01-20,00:33:00,889,-43.57824,147.46309,0
2019-01-20,00:33:10,889,-43.57867,147.46298,0
2019-01-20,00:33:20,889,-43.57911,147.46288,0
2019-01-20,00:33:30,889,-43.57955,147.46279,0
2019-01-20,00:33:40,889,-43.57999,147.46269,0
2019-01-20,00:33:50,889,-43.58044,147.46261,0
2019-01-20,00:34:00,889,-43.58088,147.46251,0
2019-01-20,00:34:10,889,-43.58133,147.46243,0
2019-01-20,00:34:20,889,-43.58177,147.46235,0
2019-01-20,00:34:30,889,-43.58221,147.46226,0
2019-01-20,00:34:40,889,-43.58264,147.46216,0
2019-01-20,00:34:50,889,-43.58307,147.46206,0
2019-01-20,00:35:00,889,-43.5835,147.46194,0
2019-01-20,00:35:10,889,-43.58393,147.4618,0
2019-01-20,00:35:20,889,-43.58437,147.46168,0
2019-01-20,00:35:30,889,-43.58481,147.46156,0
2019-01-20,00:35:40,889,-43.58525,147.46145,0
2019-01-20,00:35:50,889,-43.5857,147.46136,0
2019-01-20,00:36:00,889,-43.58615,147.46127,0
2019-01-20,00:36:10,889,-43.5866,147.46119,0
2019-01-20,00:36:20,889,-43.58706,147.4611,0
2019-01-20,00:36:30,889,-43.58751,147.46101,0
2019-01-20,00:36:40,889,-43.58796,147.46092,0
2019-01-20,00:36:50,889,-43.58841,147.46082,0
2019-01-20,00:37:00,889,-43.58885,147.46074,0
2019-01-20,00:37:10,889,-43.5893,147.46063,0
2019-01-20,00:37:20,889,-43.58973,147.46056,0
2019-01-20,00:37:30,889,-43.59017,147.46045,0
2019-01-20,00:37:40,889,-43.59061,147.46035,0
2019-01-20,00:37:50,889,-43.59104,147.46024,0
2019-01-20,00:38:00,889,-43.59148,147.46013,0
2019-01-20,00:38:10,889,-43.59192,147.46,0
2019-01-20,00:38:20,889,-43.59236,147.45989,0
2019-01-20,00:38:30,889,-43.5928,147.45979,0
2019-01-20,00:38:40,889,-43.59325,147.45969,0
2019-01-20,00:38:50,890,-43.5937,147.45958,0
2019-01-20,00:39:00,889,-43.59416,147.45949,0
2019-01-20,00:39:10,889,-43.5946,147.45943,0
2019-01-20,00:39:20,889,-43.59504,147.45933,0
2019-01-20,00:39:30,889,-43.59548,147.45924,0
2019-01-20,00:39:40,889,-43.59593,147.45913,0
2019-01-20,00:39:50,889,-43.59638,147.45903,0
2019-01-20,00:40:00,889,-43.59682,147.45894,0
2019-01-20,00:40:10,888,-43.59727,147.45883,0
2019-01-20,00:40:20,889,-43.59773,147.45872,0
2019-01-20,00:40:30,889,-43.59818,147.45864,0
2019-01-20,00:40:40,888,-43.59862,147.45857,0
2019-01-20,00:40:50,889,-43.59906,147.45848,0
2019-01-20,00:41:00,888,-43.5995,147.45837,0
2019-01-20,00:41:10,888,-43.59994,147.45825,0
2019-01-20,00:41:20,889,-43.60038,147.45816,0
2019-01-20,00:41:30,888,-43.60082,147.45805,0
2019-01-20,00:41:40,888,-43.60126,147.45793,0
